Date,Open,High,Low,close,Adj Close,Volume,EMA_50,EMA_200,RSI
2020-10-30,406.8999938964844,407.5899963378906,379.1099853515625,388.0400085449219,388.0400085449219,42511300,,,
2020-11-02,394.0,406.9800109863281,392.29998779296875,400.510009765625,400.510009765625,29021100,,,
2020-11-03,409.7300109863281,427.7699890136719,406.69000244140625,423.8999938964844,423.8999938964844,34351700,,,
2020-11-04,430.6199951171875,435.3999938964844,417.1000061035156,420.9800109863281,420.9800109863281,32143100,,,
2020-11-05,428.29998779296875,440.0,424.0,438.0899963378906,438.0899963378906,28414500,,,
2020-11-06,436.1000061035156,436.57000732421875,424.2799987792969,429.95001220703125,429.95001220703125,21706000,,,
2020-11-09,439.5,452.5,421.0,421.260009765625,421.260009765625,34833000,,,
2020-11-10,420.0899963378906,420.0899963378906,396.0299987792969,410.3599853515625,410.3599853515625,30284200,,,
2020-11-11,416.45001220703125,418.70001220703125,410.5799865722656,417.1300048828125,417.1300048828125,17357700,,,
2020-11-12,415.04998779296875,423.0,409.5199890136719,411.760009765625,411.760009765625,19855100,,,
2020-11-13,410.8500061035156,412.5299987792969,401.6600036621094,408.5,408.5,19771100,,,
2020-11-16,408.92999267578125,412.45001220703125,404.0899963378906,408.0899963378906,408.0899963378906,26838600,,,
2020-11-17,460.1700134277344,462.0,433.010009765625,441.6099853515625,441.6099853515625,61188300,,,
2020-11-18,448.3500061035156,496.0,443.5,486.6400146484375,486.6400146484375,78044000,,,
2020-11-19,492.0,508.6099853515625,487.57000732421875,499.2699890136719,499.2699890136719,62475300,,,79.17737501096718
2020-11-20,497.989990234375,502.5,489.05999755859375,489.6099853515625,489.6099853515625,32911900,,,75.07968797717112
2020-11-23,503.5,526.0,501.7900085449219,521.8499755859375,521.8499755859375,50260300,,,78.98813767250498
2020-11-24,540.4000244140625,559.989990234375,526.2000122070312,555.3800048828125,555.3800048828125,53648500,,,82.12761454379047
2020-11-25,550.0599975585938,574.0,545.3699951171875,574.0,574.0,48930200,,,83.59362072586677
2020-11-27,581.1599731445312,598.780029296875,578.4500122070312,585.760009765625,585.760009765625,37561100,,,84.46058414185308
2020-11-30,602.2100219726562,607.7999877929688,554.510009765625,567.5999755859375,567.5999755859375,63003100,,,77.63789709952972
2020-12-01,597.5900268554688,597.8499755859375,572.0499877929688,584.760009765625,584.760009765625,40103500,,,79.33649842207672
2020-12-02,556.4400024414062,571.5399780273438,541.2100219726562,568.8200073242188,568.8200073242188,47775700,,,73.73376277068083
2020-12-03,590.02001953125,598.969970703125,582.4299926757812,593.3800048828125,593.3800048828125,42552000,,,76.4887945853576
2020-12-04,591.010009765625,599.0399780273438,585.5,599.0399780273438,599.0399780273438,29401300,,,77.08529903110868
2020-12-07,604.9199829101562,648.7899780273438,603.0499877929688,641.760009765625,641.760009765625,56309700,,,81.00295817374158
2020-12-08,625.510009765625,651.280029296875,618.5,649.8800048828125,649.8800048828125,64265000,,,81.64530346735184
2020-12-09,653.6900024414062,654.3200073242188,588.0,604.47998046875,604.47998046875,71291200,,,67.83451975579725
2020-12-10,574.3699951171875,627.75,566.3400268554688,627.0700073242188,627.0700073242188,67083200,,,70.507772581941
2020-12-11,615.010009765625,624.0,596.7999877929688,609.989990234375,609.989990234375,46475000,,,66.03882202704997
2020-12-14,619.0,642.75,610.2000122070312,639.8300170898438,639.8300170898438,52040600,,,69.65724369780362
2020-12-15,643.280029296875,646.9000244140625,623.7999877929688,633.25,633.25,45071500,,,67.93829247731772
2020-12-16,628.22998046875,632.5,605.0,622.77001953125,622.77001953125,42095800,,,65.1794549399623
2020-12-17,628.1900024414062,658.8200073242188,619.5,655.9000244140625,655.9000244140625,56270100,,,69.40863405054252
2020-12-18,668.9000244140625,695.0,628.5399780273438,695.0,695.0,222126200,,,73.49949186067737
2020-12-21,666.239990234375,668.5,646.0700073242188,649.8599853515625,649.8599853515625,58045300,,,63.02158094564856
2020-12-22,648.0,649.8800048828125,614.22998046875,640.3400268554688,640.3400268554688,51716000,,,61.04507096933682
2020-12-23,632.2000122070312,651.5,622.5700073242188,645.97998046875,645.97998046875,33173000,,,61.809246461072696
2020-12-24,642.989990234375,666.0900268554688,641.0,661.77001953125,661.77001953125,22865600,,,63.9419258454791
2020-12-28,674.510009765625,681.4000244140625,660.7999877929688,663.6900024414062,663.6900024414062,32278600,,,64.20368657203167
2020-12-29,661.0,669.9000244140625,655.0,665.989990234375,665.989990234375,22910800,,,64.53581404927726
2020-12-30,672.0,696.5999755859375,668.3599853515625,694.780029296875,694.780029296875,42846000,,,68.47835961370183
2020-12-31,699.989990234375,718.719970703125,691.1199951171875,705.6699829101562,705.6699829101562,49649900,,,69.84397764191034
2021-01-04,719.4600219726562,744.489990234375,717.1900024414062,729.77001953125,729.77001953125,48638200,,,72.66623281893327
2021-01-05,723.6599731445312,740.8400268554688,719.2000122070312,735.1099853515625,735.1099853515625,32245200,,,73.26331651784568
2021-01-06,758.489990234375,774.0,749.0999755859375,755.97998046875,755.97998046875,44700000,,,75.5145112059515
2021-01-07,777.6300048828125,816.989990234375,775.2000122070312,816.0399780273438,816.0399780273438,51498900,,,80.58167490083717
2021-01-08,856.0,884.489990234375,838.3900146484375,880.02001953125,880.02001953125,75055500,,,84.30729007641668
2021-01-11,849.4000244140625,854.4299926757812,803.6199951171875,811.1900024414062,811.1900024414062,59301600,,,68.97531911794708
2021-01-12,831.0,868.0,827.3400268554688,849.4400024414062,849.4400024414062,46270700,654.6514679035362,,72.02048708924272
2021-01-13,852.760009765625,860.469970703125,832.0,854.4099731445312,854.4099731445312,33312500,663.6556137645641,,72.39956366647469
2021-01-14,843.3900146484375,863.0,838.75,845.0,845.0,31266300,671.7821232923022,,70.45327512254599
2021-01-15,852.0,859.9000244140625,819.0999755859375,826.1599731445312,826.1599731445312,38777600,678.6616886088409,,66.59334095067236
2021-01-19,837.7999877929688,850.0,833.0,844.5499877929688,844.5499877929688,25367000,686.0148749630802,,68.41253380961179
2021-01-20,858.739990234375,859.5,837.280029296875,850.4500122070312,850.4500122070312,25665900,693.266588794745,,68.99587361632484
2021-01-21,855.0,855.719970703125,841.4199829101562,844.989990234375,844.989990234375,20521100,699.9251777997805,,67.7489646411634
2021-01-22,834.3099975585938,848.0,828.6199951171875,846.6400146484375,846.6400146484375,20066500,706.3340254104711,,67.93754181040794
2021-01-25,855.0,900.4000244140625,838.8200073242188,880.7999877929688,880.7999877929688,41173400,713.9212177918412,,71.63527718885287
2021-01-26,891.3800048828125,895.9000244140625,871.5999755859375,883.0900268554688,883.0900268554688,23131600,721.246749398761,,71.86949857082524
2021-01-27,870.3499755859375,891.5,858.6599731445312,864.1599731445312,864.1599731445312,27334000,727.4101408691728,,66.94819128956608
2021-01-28,820.0,848.0,801.0,835.4299926757812,835.4299926757812,26378000,732.0505433230875,,60.20959076755015
2021-01-29,830.0,842.4099731445312,780.0999755859375,793.530029296875,793.530029296875,34990800,734.6817788395674,,51.990596800667
2021-02-01,814.2899780273438,842.0,795.5599975585938,839.8099975585938,839.8099975585938,25391400,739.1650555532334,,58.69711977383728
2021-02-02,844.6799926757812,880.5,842.2000122070312,872.7899780273438,872.7899780273438,24346200,744.8441171089636,,62.696250662643294
