Unix,BTC_Open,BTC_High,BTC_Low,BTC_Close,ETH_Open,ETH_High,ETH_Low,ETH_Close,UNI_Open,UNI_High,UNI_Low,UNI_Close,CRV_Open,CRV_High,CRV_Low,CRV_Close
1608595200000,22719.88,23837.1,22353.4,23810.79,607.68,637.73,588.0,636.45,3.5102,3.776,3.2813,3.7331,0.558,0.571,0.509,0.558
1608681600000,23810.79,24100.0,22600.0,23232.76,636.41,638.44,551.28,585.56,3.729,3.777,3.0108,3.3111,0.558,0.57,0.385,0.42
1608768000000,23232.39,23794.43,22703.42,23729.2,585.48,615.02,565.43,612.31,3.3126,3.5281,3.1578,3.5227,0.42,0.481,0.407,0.479
1608854400000,23728.99,24789.86,23433.6,24712.47,612.31,634.24,604.28,626.82,3.5263,3.6517,3.3562,3.5038,0.478,0.537,0.463,0.489
1608940800000,24712.47,26867.03,24500.0,26493.39,626.78,652.91,615.26,637.44,3.5019,3.6,3.357,3.4171,0.489,0.493,0.448,0.47
1609027200000,26493.4,28422.0,25700.0,26281.66,637.44,717.13,625.0,685.11,3.4176,3.805,3.3562,3.5965,0.471,0.516,0.438,0.472
1609113600000,26281.54,27500.0,26101.0,27079.41,685.1,748.09,681.04,730.41,3.6,4.0,3.5656,3.7311,0.473,0.524,0.468,0.498
1609200000000,27079.42,27410.0,25880.0,27385.0,730.4,740.78,689.2,732.0,3.7277,3.8435,3.4946,3.6695,0.498,0.513,0.442,0.474
1609286400000,27385.0,28996.0,27320.0,28875.54,732.0,758.74,716.62,752.17,3.6752,4.38,3.6307,4.1531,0.475,0.598,0.466,0.582
1609372800000,28875.55,29300.0,27850.0,28923.63,752.17,755.74,722.0,736.42,4.1513,5.29,3.9346,5.1501,0.582,0.641,0.518,0.627
