,Unix,open,high,low,close,EMA_50,EMA_200,RSI
0,1604188800000,386.44,398.29,384.61,396.67,,,
1,1604275200000,396.68,404.5,377.92,383.02,,,
2,1604361600000,383.01,390.0,370.23,387.88,,,
3,1604448000000,387.88,408.39,376.47,402.49,,,
4,1604534400000,402.5,420.4,396.14,416.69,,,
5,1604620800000,416.73,458.27,414.76,455.91,,,
6,1604707200000,455.91,468.28,424.14,435.21,,,
7,1604793600000,435.2,460.1,431.99,454.3,,,
8,1604880000000,454.29,459.1,433.09,444.32,,,
9,1604966400000,444.32,455.0,438.7,450.34,,,
10,1605052800000,450.34,476.25,449.28,463.09,,,
11,1605139200000,463.09,470.0,451.2,462.39,,,
12,1605225600000,462.48,478.01,457.12,476.43,,,
13,1605312000000,476.42,477.47,452.0,460.89,,,
14,1605398400000,460.9,462.89,440.19,448.08,,,62.9711863551496
15,1605484800000,448.07,466.0,445.45,460.55,,,65.32123499067538
16,1605571200000,460.51,484.88,459.8,482.15,,,68.9921980543518
17,1605657600000,482.11,495.31,456.6,478.41,,,67.65674077700776
18,1605744000000,478.43,480.75,464.86,471.25,,,65.06033586596986
19,1605830400000,471.26,514.4,470.65,510.12,,,71.4629415478368
20,1605916800000,510.12,553.32,502.82,552.35,,,76.5011474288645
21,1606003200000,552.42,580.88,511.28,560.03,,,77.28651908572701
22,1606089600000,560.03,610.85,550.12,608.58,,,81.49661863524523
23,1606176000000,608.58,623.0,585.0,604.97,,,80.30468465581174
24,1606262400000,604.98,606.0,553.83,569.5,,,69.5424755214459
25,1606348800000,569.38,577.14,481.0,519.83,,,57.850557770129306
26,1606435200000,519.83,530.62,493.72,518.68,,,57.609059095781035
27,1606521600000,518.59,547.94,506.59,537.52,,,60.516996940461176
28,1606608000000,537.5,576.9,530.32,576.3,,,65.72843509811352
29,1606694400000,576.32,616.85,570.07,616.66,,,70.14507003863997
30,1606780800000,616.65,635.7,560.0,585.26,,,63.30928849887704
31,1606867200000,585.26,604.93,575.0,596.89,,,64.68212962256267
32,1606953600000,596.88,623.44,585.82,615.85,,,66.85919043872197
33,1607040000000,615.84,620.0,565.82,567.24,,,57.135061217725166
34,1607126400000,567.24,597.11,560.88,596.8,,,60.86277946266661
35,1607212800000,596.82,607.5,583.0,601.54,,,61.44182922711071
36,1607299200000,601.59,603.15,584.22,591.28,,,59.39341442669871
37,1607385600000,591.27,595.0,549.22,554.94,,,52.69262667237591
38,1607472000000,554.92,578.08,530.43,573.09,,,55.39912250191122
39,1607558400000,573.2,575.7,548.11,558.99,,,52.86863725380346
40,1607644800000,558.99,560.8,535.5,544.43,,,50.312950308586224
41,1607731200000,544.46,574.0,543.1,568.04,,,54.180855415409354
42,1607817600000,568.09,595.0,563.22,590.7,,,57.59293693571015
43,1607904000000,590.81,591.48,575.6,586.29,,,56.707863965211715
44,1607990400000,586.29,597.2,578.58,588.64,,,57.08632356916704
45,1608076800000,588.78,640.0,580.71,637.18,,,64.07269606238482
46,1608163200000,637.18,676.25,625.76,642.7,,,64.77500935841253
47,1608249600000,642.71,664.61,629.4,653.85,,,66.2117946086123
48,1608336000000,653.76,669.95,645.42,658.03,,,66.75918694165085
49,1608422400000,658.05,661.39,621.01,638.18,567.4541510836445,,61.65126241759521
50,1608508800000,638.1,648.0,595.9,607.58,569.2628299982397,,54.702801773678146
51,1608595200000,607.68,637.73,588.0,636.45,572.273660322219,,59.35697643934046
52,1608681600000,636.41,638.44,551.28,585.56,572.865741645534,,49.66911143529107
53,1608768000000,585.48,615.02,565.43,612.31,574.6141529784105,,53.925963779556476
54,1608854400000,612.31,634.24,604.28,626.82,576.9164702889655,,56.095140284616306
55,1608940800000,626.78,652.91,615.26,637.44,579.5726281766476,,57.66611273510978
56,1609027200000,637.44,717.13,625.0,685.11,584.1827476967775,,63.908690162733905
57,1609113600000,685.1,748.09,681.04,730.41,590.5418923658754,,68.64102419946364
58,1609200000000,730.4,740.78,689.2,732.0,596.6674650660952,,68.79568172341648
59,1609286400000,732.0,758.74,716.62,752.17,603.3737933702134,,70.76538165033828
60,1609372800000,752.17,755.74,722.0,736.42,609.0892978205826,,67.19837839189361
61,1609459200000,736.42,749.0,714.29,728.91,614.2174553220698,,65.50291908939417
62,1609545600000,728.91,787.69,714.91,774.56,621.0553909926606,,70.3929271703783
63,1609632000000,774.44,1011.07,768.71,978.28,636.237443159369,,82.38981694964859
64,1609718400000,978.33,1162.97,890.0,1041.43,653.401760647341,,84.48809357983413
65,1609804800000,1041.45,1134.6,974.45,1099.56,672.2421640078135,,86.12675281230273
66,1609891200000,1100.16,1213.0,1057.26,1208.42,694.8159206813649,,88.56330955548928
67,1609977600000,1208.75,1289.0,1131.0,1224.87,717.0676507825526,,88.88110117447611
68,1610064000000,1224.86,1273.75,1065.0,1216.93,737.9940790691153,,87.6155993002669
69,1610150400000,1216.72,1304.37,1171.36,1276.0,760.4578646782911,,88.88367650219922
70,1610236800000,1276.0,1348.33,1170.0,1254.25,781.0233598841502,,85.41562915973346
71,1610323200000,1254.24,1260.0,915.0,1087.01,793.7361938382785,,64.55750218452316
72,1610409600000,1087.0,1150.02,1006.33,1050.16,804.3650601278626,,61.021574390007125
73,1610496000000,1050.36,1137.65,987.48,1129.89,817.8281093285918,,65.43307525500455
74,1610582400000,1129.79,1247.55,1086.7,1231.62,834.9051163110008,,70.0852814962219
75,1610668800000,1231.89,1256.98,1069.42,1168.53,848.6454458037924,,64.30512046326207
76,1610755200000,1168.48,1298.0,1151.77,1227.83,864.2314555644889,,67.05539629765822
77,1610841600000,1227.83,1269.02,1165.0,1232.45,879.3381916634352,,67.26700234608091
78,1610928000000,1232.5,1260.75,1182.58,1258.45,894.8637261765623,,68.49348174488128
79,1611014400000,1258.52,1438.3,1251.49,1365.36,914.0982682374175,,72.9771661338086
80,1611100800000,1365.36,1407.93,1235.42,1376.99,932.9904572365479,,73.42029580840843
81,1611187200000,1376.72,1390.0,1086.0,1110.96,940.2424141475718,,52.29524619096226
82,1611273600000,1111.98,1273.79,1042.31,1232.62,952.1380732112324,,58.216197012340686
83,1611360000000,1232.61,1272.44,1195.9,1233.6,963.572806302016,,58.261137042118094
84,1611446400000,1233.46,1398.83,1220.0,1392.51,980.9743560641766,,64.86086830550315
85,1611532800000,1392.19,1475.0,1293.69,1317.88,994.623806695629,,60.057972123527136
86,1611619200000,1317.6,1378.49,1244.56,1365.97,1009.6490774200386,,62.010127134137896
87,1611705600000,1366.54,1373.9,1207.0,1239.03,1018.9186531494829,,54.44569798649673
88,1611792000000,1238.93,1360.0,1217.23,1329.69,1031.4623226828412,,58.35318246797762
89,1611878400000,1329.44,1436.9,1285.35,1379.5,1045.494074714324,,60.36475158775263
90,1611964800000,1379.56,1406.0,1326.41,1378.05,1058.886906126512,,60.273484208259745
91,1612051200000,1378.04,1380.74,1281.12,1312.55,1069.091748625628,,56.14402049826318
92,1612137600000,1312.45,1377.99,1269.99,1374.17,1081.35258290987,,58.990554225527646
93,1612224000000,1374.09,1547.9,1360.28,1511.87,1098.6378835591138,,64.53087514237158
94,1612310400000,1511.93,1669.35,1508.39,1664.49,1121.3356724264077,,69.45621367983186
95,1612396800000,1664.67,1695.2,1554.44,1595.67,1140.3453968508031,,65.06844291529796
96,1612483200000,1595.53,1760.49,1591.0,1719.19,1163.523586332283,,68.8696702578089
97,1612569600000,1718.95,1743.67,1642.94,1676.35,1184.0413073608781,,66.17981857161621
98,1612656000000,1676.35,1693.0,1490.46,1611.62,1201.1347820433562,,62.22517552520953
99,1612742400000,1611.46,1775.57,1563.89,1750.15,1223.0662654933521,,66.79785508622554
