Date,Open,High,Low,close,Adj Close,Volume,EMA_50,EMA_200,RSI
2020-10-30,1559.68994140625,1559.68994140625,1526.219970703125,1538.47998046875,1538.47998046875,4840450000,,,
2020-11-02,1540.8599853515625,1568.5899658203125,1540.8599853515625,1568.5899658203125,1568.5899658203125,4310590000,,,
2020-11-03,1571.949951171875,1620.77001953125,1571.949951171875,1614.300048828125,1614.300048828125,4220070000,,,
2020-11-04,1612.97998046875,1631.31005859375,1598.56005859375,1615.0799560546875,1615.0799560546875,4783040000,,,
2020-11-05,1616.6500244140625,1664.1199951171875,1616.6500244140625,1660.050048828125,1660.050048828125,4841190000,,,
2020-11-06,1660.780029296875,1667.1500244140625,1648.260009765625,1648.260009765625,1648.260009765625,4833950000,,,
2020-11-09,1652.1099853515625,1745.68994140625,1652.1099853515625,1705.0400390625,1705.0400390625,8556610000,,,
2020-11-10,1706.449951171875,1741.8299560546875,1706.449951171875,1737.010009765625,1737.010009765625,6024230000,,,
2020-11-11,1738.8800048828125,1746.31005859375,1722.219970703125,1736.93994140625,1736.93994140625,4609970000,,,
2020-11-12,1735.989990234375,1735.989990234375,1696.6500244140625,1708.469970703125,1708.469970703125,4890120000,,,
2020-11-13,1710.050048828125,1749.3599853515625,1710.050048828125,1744.0400390625,1744.0400390625,4709670000,,,
2020-11-16,1747.02001953125,1785.3399658203125,1747.02001953125,1785.3399658203125,1785.3399658203125,5281980000,,,
2020-11-17,1783.0899658203125,1795.8900146484375,1755.3399658203125,1791.9100341796875,1791.9100341796875,4799570000,,,
2020-11-18,1792.760009765625,1805.199951171875,1769.3199462890625,1769.3199462890625,1769.3199462890625,5274450000,,,
2020-11-19,1769.25,1784.6400146484375,1764.199951171875,1784.1300048828125,1784.1300048828125,4347200000,,,83.06277271429317
2020-11-20,1782.1500244140625,1787.3900146484375,1771.1300048828125,1785.3399658203125,1785.3399658203125,4218970000,,,83.12197386438957
2020-11-23,1787.239990234375,1827.5999755859375,1787.239990234375,1818.300048828125,1818.300048828125,5036290000,,,84.69167552483857
2020-11-24,1819.52001953125,1862.1700439453125,1819.52001953125,1853.530029296875,1853.530029296875,6267570000,,,86.17202063790417
2020-11-25,1852.6199951171875,1852.6199951171875,1831.949951171875,1845.02001953125,1845.02001953125,4902560000,,,84.05748957120035
2020-11-27,1846.260009765625,1855.27001953125,1845.5,1855.27001953125,1855.27001953125,2778450000,,,84.54927443997344
2020-11-30,1854.8699951171875,1854.8699951171875,1813.56005859375,1819.8199462890625,1819.8199462890625,6291400000,,,75.83617217803852
2020-12-01,1822.9200439453125,1848.02001953125,1822.9200439453125,1836.050048828125,1836.050048828125,5403660000,,,77.0045764842109
2020-12-02,1833.0799560546875,1842.530029296875,1817.02001953125,1838.030029296875,1838.030029296875,5029620000,,,77.14973515424612
2020-12-03,1838.52001953125,1860.3499755859375,1838.52001953125,1848.699951171875,1848.699951171875,5091760000,,,77.95725330807896
2020-12-04,1849.97998046875,1892.449951171875,1849.97998046875,1892.449951171875,1892.449951171875,5086370000,,,80.93269753113204
2020-12-07,1892.719970703125,1897.43994140625,1886.780029296875,1891.25,1891.25,4788560000,,,80.61129285555789
2020-12-08,1890.5699462890625,1918.010009765625,1881.699951171875,1917.780029296875,1917.780029296875,4549670000,,,82.28622824055334
2020-12-09,1919.1600341796875,1935.27001953125,1889.3299560546875,1902.1500244140625,1902.1500244140625,5209940000,,,78.01051641362565
2020-12-10,1901.3399658203125,1924.1199951171875,1887.68994140625,1922.699951171875,1922.699951171875,4618240000,,,79.51747272248032
2020-12-11,1921.27001953125,1926.72998046875,1896.02001953125,1911.699951171875,1911.699951171875,4367150000,,,76.4955129279328
2020-12-14,1914.1500244140625,1944.1199951171875,1913.8599853515625,1913.8599853515625,1913.8599853515625,4594920000,,,76.6829058405703
2020-12-15,1915.9000244140625,1960.81005859375,1915.9000244140625,1959.760009765625,1959.760009765625,4360280000,,,80.28066175862189
2020-12-16,1961.260009765625,1966.1099853515625,1947.050048828125,1952.719970703125,1952.719970703125,4056950000,,,78.2854671932253
2020-12-17,1953.760009765625,1978.050048828125,1953.760009765625,1978.050048828125,1978.050048828125,4184930000,,,80.19286834875379
2020-12-18,1978.8900146484375,1992.719970703125,1965.6700439453125,1969.989990234375,1969.989990234375,7068340000,,,77.8495357631283
2020-12-21,1967.9300537109375,1970.6700439453125,1934.6600341796875,1970.3299560546875,1970.3299560546875,4732160000,,,77.87889783422195
2020-12-22,1971.1800537109375,1992.5,1971.1800537109375,1989.8800048828125,1989.8800048828125,4023940000,,,79.55709769324322
2020-12-23,1991.0999755859375,2011.8399658203125,1991.0999755859375,2007.0999755859375,2007.0999755859375,3772630000,,,80.9294611005937
2020-12-24,2013.1800537109375,2013.969970703125,1997.1800537109375,2003.949951171875,2003.949951171875,1885090000,,,79.87314582373669
